ride_id,driver_id,customer_id,start_time,end_time,distance_km,fare_usd,payment_id
RIDE_66,DRIVER_24,CUSTOMER_26,2025-01-08 08:23:12.191958,2025-01-08 10:09:12.191958,10.89,27.74,PAYMENT_66
RIDE_67,DRIVER_37,CUSTOMER_196,2025-01-16 04:23:12.191963,2025-01-16 06:13:12.191963,41.31,100.09,PAYMENT_67
RIDE_68,DRIVER_13,CUSTOMER_54,2025-01-19 15:23:12.191968,2025-01-19 16:25:12.191968,8.25,20.72,PAYMENT_68
RIDE_69,DRIVER_46,CUSTOMER_161,2025-01-06 14:23:12.191973,2025-01-06 14:40:12.191973,30.16,61.51,PAYMENT_69
RIDE_70,DRIVER_5,CUSTOMER_55,2025-01-07 01:23:12.191978,2025-01-07 02:08:12.191978,16.67,41.38,PAYMENT_70
RIDE_71,DRIVER_3,CUSTOMER_68,2025-01-28 12:23:12.191983,2025-01-28 14:23:12.191983,36.63,108.55,PAYMENT_71
RIDE_72,DRIVER_43,CUSTOMER_170,2025-01-31 00:23:12.191987,2025-01-31 01:56:12.191987,40.56,66.12,PAYMENT_72
RIDE_73,DRIVER_15,CUSTOMER_21,2025-01-17 09:23:12.191992,2025-01-17 09:49:12.191992,5.26,10.07,PAYMENT_73
RIDE_74,DRIVER_50,CUSTOMER_41,2025-01-15 17:23:12.191997,2025-01-15 19:02:12.191997,28.26,59.32,PAYMENT_74
RIDE_75,DRIVER_19,CUSTOMER_62,2025-01-10 04:23:12.192002,2025-01-10 06:23:12.192002,28.05,70.25,PAYMENT_75
RIDE_76,DRIVER_6,CUSTOMER_45,2025-01-05 17:23:12.192007,2025-01-05 17:49:12.192007,42.97,90.59,PAYMENT_76
RIDE_77,DRIVER_15,CUSTOMER_142,2025-01-23 18:23:12.192011,2025-01-23 19:04:12.192011,26.46,47.64,PAYMENT_77
RIDE_78,DRIVER_7,CUSTOMER_20,2025-01-08 15:23:12.192017,2025-01-08 15:51:12.192017,45.94,69.97,PAYMENT_78
RIDE_79,DRIVER_25,CUSTOMER_41,2025-01-24 06:23:12.192021,2025-01-24 08:04:12.192021,1.61,4.11,PAYMENT_79
RIDE_80,DRIVER_18,CUSTOMER_1,2025-01-04 04:23:12.192026,2025-01-04 05:14:12.192026,35.32,101.68,PAYMENT_80
RIDE_81,DRIVER_30,CUSTOMER_105,2025-01-28 07:23:12.192031,2025-01-28 09:19:12.192031,29.79,69.24,PAYMENT_81
RIDE_82,DRIVER_41,CUSTOMER_116,2025-01-30 13:23:12.192036,2025-01-30 14:04:12.192036,39.3,101.76,PAYMENT_82
RIDE_83,DRIVER_24,CUSTOMER_177,2025-01-06 06:23:12.192041,2025-01-06 08:10:12.192041,6.51,15.22,PAYMENT_83
RIDE_84,DRIVER_11,CUSTOMER_153,2025-01-04 09:23:12.192046,2025-01-04 11:20:12.192046,8.33,19.78,PAYMENT_84
RIDE_85,DRIVER_24,CUSTOMER_121,2025-01-03 20:23:12.192050,2025-01-03 21:59:12.192050,28.76,58.13,PAYMENT_85
RIDE_86,DRIVER_23,CUSTOMER_75,2025-01-19 19:23:12.192055,2025-01-19 20:23:12.192055,29.55,80.47,PAYMENT_86
RIDE_87,DRIVER_14,CUSTOMER_9,2025-01-20 04:23:12.192060,2025-01-20 05:35:12.192060,48.28,88.81,PAYMENT_87
RIDE_88,DRIVER_43,CUSTOMER_60,2025-01-21 13:23:12.192065,2025-01-21 13:51:12.192065,5.91,17.4,PAYMENT_88
RIDE_89,DRIVER_18,CUSTOMER_74,2025-01-20 18:23:12.192070,2025-01-20 19:46:12.192070,6.18,13.49,PAYMENT_89
RIDE_90,DRIVER_45,CUSTOMER_181,2025-01-21 13:23:12.192075,2025-01-21 14:53:12.192075,39.2,82.55,PAYMENT_90
RIDE_91,DRIVER_44,CUSTOMER_73,2025-02-01 10:23:12.192079,2025-02-01 11:07:12.192079,39.5,59.53,PAYMENT_91
RIDE_92,DRIVER_42,CUSTOMER_180,2025-01-03 17:23:12.192084,2025-01-03 18:53:12.192084,43.51,76.69,PAYMENT_92
RIDE_93,DRIVER_5,CUSTOMER_117,2025-01-05 22:23:12.192089,2025-01-05 23:26:12.192089,44.13,99.71,PAYMENT_93
RIDE_94,DRIVER_39,CUSTOMER_19,2025-01-12 10:23:12.192095,2025-01-12 11:21:12.192095,44.02,102.92,PAYMENT_94
RIDE_95,DRIVER_41,CUSTOMER_176,2025-01-07 16:23:12.192099,2025-01-07 17:30:12.192099,13.94,31.43,PAYMENT_95
RIDE_96,DRIVER_11,CUSTOMER_60,2025-01-28 19:23:12.192104,2025-01-28 19:42:12.192104,33.08,66.49,PAYMENT_96
RIDE_97,DRIVER_35,CUSTOMER_68,2025-01-23 05:23:12.192109,2025-01-23 06:54:12.192109,29.03,48.64,PAYMENT_97
RIDE_98,DRIVER_47,CUSTOMER_161,2025-01-10 16:23:12.192114,2025-01-10 18:14:12.192114,24.18,54.89,PAYMENT_98
RIDE_99,DRIVER_16,CUSTOMER_151,2025-01-07 22:23:12.192119,2025-01-08 00:11:12.192119,9.44,17.81,PAYMENT_99
RIDE_100,DRIVER_11,CUSTOMER_170,2025-01-17 06:23:12.192124,2025-01-17 06:44:12.192124,20.75,47.87,PAYMENT_100
RIDE_101,DRIVER_30,CUSTOMER_51,2025-01-13 20:23:12.192133,2025-01-13 21:24:12.192133,31.29,84.17,PAYMENT_101
RIDE_102,DRIVER_25,CUSTOMER_109,2025-01-04 18:23:12.192138,2025-01-04 19:38:12.192138,34.36,64.43,PAYMENT_102
RIDE_103,DRIVER_18,CUSTOMER_30,2025-02-01 12:23:12.192143,2025-02-01 14:08:12.192143,20.68,44.75,PAYMENT_103
RIDE_104,DRIVER_41,CUSTOMER_140,2025-01-26 16:23:12.192147,2025-01-26 17:08:12.192147,20.39,42.12,PAYMENT_104
RIDE_105,DRIVER_45,CUSTOMER_58,2025-01-14 21:23:12.192152,2025-01-14 23:01:12.192152,44.07,98.08,PAYMENT_105
RIDE_106,DRIVER_36,CUSTOMER_166,2025-01-13 04:23:12.192157,2025-01-13 05:20:12.192157,34.84,64.97,PAYMENT_106
RIDE_107,DRIVER_15,CUSTOMER_39,2025-01-19 17:23:12.192162,2025-01-19 18:31:12.192162,3.42,6.87,PAYMENT_107
RIDE_108,DRIVER_44,CUSTOMER_69,2025-01-08 11:23:12.192166,2025-01-08 12:35:12.192166,24.29,64.69,PAYMENT_108
RIDE_109,DRIVER_21,CUSTOMER_37,2025-01-25 11:23:12.192171,2025-01-25 12:14:12.192171,14.16,35.72,PAYMENT_109
RIDE_110,DRIVER_50,CUSTOMER_19,2025-01-29 19:23:12.192176,2025-01-29 20:47:12.192176,19.25,54.76,PAYMENT_110
RIDE_111,DRIVER_50,CUSTOMER_16,2025-01-25 07:23:12.192181,2025-01-25 07:33:12.192181,17.56,49.05,PAYMENT_111
RIDE_112,DRIVER_4,CUSTOMER_43,2025-01-12 01:23:12.192185,2025-01-12 03:12:12.192185,39.89,88.67,PAYMENT_112
RIDE_113,DRIVER_15,CUSTOMER_79,2025-01-18 18:23:12.192189,2025-01-18 20:21:12.192189,16.24,30.64,PAYMENT_113
RIDE_114,DRIVER_3,CUSTOMER_153,2025-01-29 05:23:12.192194,2025-01-29 07:06:12.192194,42.3,87.73,PAYMENT_114
RIDE_115,DRIVER_21,CUSTOMER_192,2025-01-13 03:23:12.192199,2025-01-13 03:44:12.192199,43.05,115.5,PAYMENT_115
RIDE_116,DRIVER_26,CUSTOMER_146,2025-02-01 00:23:12.192204,2025-02-01 02:06:12.192204,34.56,63.26,PAYMENT_116
RIDE_117,DRIVER_18,CUSTOMER_74,2025-01-16 02:23:12.192208,2025-01-16 03:31:12.192208,48.65,124.14,PAYMENT_117
RIDE_118,DRIVER_5,CUSTOMER_113,2025-01-24 22:23:12.192213,2025-01-24 23:54:12.192213,12.17,32.86,PAYMENT_118
RIDE_119,DRIVER_14,CUSTOMER_32,2025-01-28 11:23:12.192217,2025-01-28 12:58:12.192217,15.72,33.31,PAYMENT_119
RIDE_120,DRIVER_37,CUSTOMER_120,2025-01-19 20:23:12.192222,2025-01-19 22:02:12.192222,37.44,75.99,PAYMENT_120
RIDE_121,DRIVER_46,CUSTOMER_177,2025-01-13 09:23:12.192226,2025-01-13 10:18:12.192226,38.93,89.67,PAYMENT_121
RIDE_122,DRIVER_21,CUSTOMER_78,2025-01-25 02:23:12.192231,2025-01-25 04:21:12.192231,16.72,42.66,PAYMENT_122
RIDE_123,DRIVER_14,CUSTOMER_180,2025-01-19 15:23:12.192235,2025-01-19 15:41:12.192235,36.71,69.57,PAYMENT_123
RIDE_124,DRIVER_42,CUSTOMER_104,2025-01-10 23:23:12.192238,2025-01-11 01:14:12.192238,30.64,59.16,PAYMENT_124
RIDE_125,DRIVER_32,CUSTOMER_70,2025-01-30 04:23:12.192242,2025-01-30 05:41:12.192242,5.38,11.29,PAYMENT_125
RIDE_126,DRIVER_26,CUSTOMER_129,2025-01-21 18:23:12.192245,2025-01-21 19:23:12.192245,22.64,59.39,PAYMENT_126
RIDE_127,DRIVER_42,CUSTOMER_139,2025-01-16 03:23:12.192249,2025-01-16 04:00:12.192249,45.76,92.11,PAYMENT_127
RIDE_128,DRIVER_30,CUSTOMER_127,2025-01-16 04:23:12.192253,2025-01-16 05:27:12.192253,20.95,48.85,PAYMENT_128
RIDE_129,DRIVER_10,CUSTOMER_113,2025-01-15 20:23:12.192257,2025-01-15 22:18:12.192257,24.74,43.73,PAYMENT_129
RIDE_130,DRIVER_17,CUSTOMER_21,2025-01-20 05:23:12.192262,2025-01-20 06:00:12.192262,26.31,51.85,PAYMENT_130
RIDE_131,DRIVER_9,CUSTOMER_154,2025-01-31 00:23:12.192266,2025-01-31 01:36:12.192266,19.32,35.31,PAYMENT_131
RIDE_132,DRIVER_16,CUSTOMER_11,2025-01-20 09:23:12.192269,2025-01-20 10:07:12.192269,3.75,8.85,PAYMENT_132
RIDE_133,DRIVER_48,CUSTOMER_111,2025-01-23 21:23:12.192273,2025-01-23 22:14:12.192273,39.78,70.58,PAYMENT_133
RIDE_134,DRIVER_36,CUSTOMER_189,2025-02-01 09:23:12.192277,2025-02-01 11:19:12.192277,4.22,11.05,PAYMENT_134
RIDE_135,DRIVER_35,CUSTOMER_83,2025-01-07 18:23:12.192280,2025-01-07 19:09:12.192280,35.77,103.57,PAYMENT_135
RIDE_136,DRIVER_17,CUSTOMER_155,2025-01-21 13:23:12.192284,2025-01-21 14:16:12.192284,20.77,37.08,PAYMENT_136
RIDE_137,DRIVER_48,CUSTOMER_65,2025-01-08 23:23:12.192288,2025-01-09 00:43:12.192288,39.25,102.27,PAYMENT_137
RIDE_138,DRIVER_38,CUSTOMER_7,2025-01-12 17:23:12.192292,2025-01-12 18:46:12.192292,26.69,49.44,PAYMENT_138
RIDE_139,DRIVER_28,CUSTOMER_24,2025-01-08 02:23:12.192296,2025-01-08 02:49:12.192296,28.86,53.77,PAYMENT_139
RIDE_140,DRIVER_38,CUSTOMER_59,2025-01-09 10:23:12.192300,2025-01-09 11:45:12.192300,9.51,18.05,PAYMENT_140
RIDE_141,DRIVER_26,CUSTOMER_173,2025-01-28 19:23:12.192304,2025-01-28 21:22:12.192304,43.88,80.91,PAYMENT_141
RIDE_142,DRIVER_24,CUSTOMER_148,2025-01-21 03:23:12.192308,2025-01-21 04:35:12.192308,10.84,29.84,PAYMENT_142
RIDE_143,DRIVER_15,CUSTOMER_151,2025-01-22 00:23:12.192312,2025-01-22 02:13:12.192312,3.82,10.52,PAYMENT_143
RIDE_144,DRIVER_9,CUSTOMER_6,2025-01-26 23:23:12.192316,2025-01-27 00:16:12.192316,2.62,5.33,PAYMENT_144
RIDE_145,DRIVER_33,CUSTOMER_196,2025-01-17 22:23:12.192321,2025-01-18 00:00:12.192321,3.48,9.29,PAYMENT_145
RIDE_146,DRIVER_32,CUSTOMER_173,2025-01-17 00:23:12.192325,2025-01-17 02:10:12.192325,18.66,31.35,PAYMENT_146
RIDE_147,DRIVER_6,CUSTOMER_69,2025-01-27 16:23:12.192329,2025-01-27 16:39:12.192329,10.76,17.41,PAYMENT_147
RIDE_148,DRIVER_49,CUSTOMER_148,2025-01-29 22:23:12.192334,2025-01-29 22:38:12.192334,19.05,55.89,PAYMENT_148
RIDE_149,DRIVER_4,CUSTOMER_11,2025-01-08 06:23:12.192337,2025-01-08 06:45:12.192337,23.75,53.18,PAYMENT_149
RIDE_150,DRIVER_8,CUSTOMER_196,2025-01-31 11:23:12.192342,2025-01-31 12:53:12.192342,20.45,30.88,PAYMENT_150
RIDE_151,DRIVER_10,CUSTOMER_194,2025-01-26 19:23:12.192346,2025-01-26 21:13:12.192346,46.23,128.78,PAYMENT_151
RIDE_152,DRIVER_41,CUSTOMER_45,2025-01-07 14:23:12.192350,2025-01-07 16:20:12.192350,34.38,100.97,PAYMENT_152
RIDE_153,DRIVER_11,CUSTOMER_121,2025-01-04 19:23:12.192354,2025-01-04 20:31:12.192354,12.85,35.62,PAYMENT_153
RIDE_154,DRIVER_44,CUSTOMER_133,2025-01-22 11:23:12.192358,2025-01-22 11:35:12.192358,24.95,51.32,PAYMENT_154
RIDE_155,DRIVER_28,CUSTOMER_167,2025-01-16 08:23:12.192362,2025-01-16 08:48:12.192362,22.86,45.11,PAYMENT_155
RIDE_156,DRIVER_39,CUSTOMER_114,2025-01-06 03:23:12.192366,2025-01-06 05:22:12.192366,48.07,136.86,PAYMENT_156
RIDE_157,DRIVER_5,CUSTOMER_72,2025-01-17 12:23:12.192371,2025-01-17 12:53:12.192371,24.25,68.42,PAYMENT_157
RIDE_158,DRIVER_25,CUSTOMER_47,2025-01-31 00:23:12.192374,2025-01-31 01:29:12.192374,28.02,66.18,PAYMENT_158
RIDE_159,DRIVER_25,CUSTOMER_150,2025-01-26 11:23:12.192378,2025-01-26 12:31:12.192378,17.87,34.17,PAYMENT_159
RIDE_160,DRIVER_39,CUSTOMER_112,2025-01-21 19:23:12.192382,2025-01-21 19:33:12.192382,42.05,74.61,PAYMENT_160
RIDE_161,DRIVER_30,CUSTOMER_163,2025-01-05 00:23:12.192386,2025-01-05 01:27:12.192386,13.67,36.18,PAYMENT_161
RIDE_162,DRIVER_34,CUSTOMER_126,2025-01-22 12:23:12.192391,2025-01-22 12:58:12.192391,41.71,94.54,PAYMENT_162
RIDE_163,DRIVER_17,CUSTOMER_24,2025-01-29 09:23:12.192395,2025-01-29 11:01:12.192395,5.43,11.39,PAYMENT_163
RIDE_164,DRIVER_36,CUSTOMER_121,2025-01-19 08:23:12.192399,2025-01-19 08:49:12.192399,2.35,6.17,PAYMENT_164
RIDE_165,DRIVER_1,CUSTOMER_90,2025-01-09 06:23:12.192403,2025-01-09 07:56:12.192403,3.43,5.8,PAYMENT_165
RIDE_166,DRIVER_44,CUSTOMER_105,2025-01-04 08:23:12.192407,2025-01-04 09:11:12.192407,42.84,98.04,PAYMENT_166
RIDE_167,DRIVER_47,CUSTOMER_86,2025-01-22 15:23:12.192412,2025-01-22 15:53:12.192412,39.21,83.7,PAYMENT_167
RIDE_168,DRIVER_8,CUSTOMER_83,2025-01-16 22:23:12.192415,2025-01-16 23:08:12.192415,11.5,33.46,PAYMENT_168
RIDE_169,DRIVER_44,CUSTOMER_172,2025-01-17 09:23:12.192419,2025-01-17 09:44:12.192419,11.85,18.35,PAYMENT_169
RIDE_170,DRIVER_35,CUSTOMER_27,2025-01-03 04:23:12.192423,2025-01-03 05:56:12.192423,12.03,24.31,PAYMENT_170
RIDE_171,DRIVER_49,CUSTOMER_42,2025-01-24 18:23:12.192428,2025-01-24 19:19:12.192428,11.13,31.06,PAYMENT_171
RIDE_172,DRIVER_18,CUSTOMER_85,2025-01-09 07:23:12.192432,2025-01-09 08:05:12.192432,32.93,87.72,PAYMENT_172
RIDE_173,DRIVER_50,CUSTOMER_106,2025-01-30 07:23:12.192437,2025-01-30 07:43:12.192437,26.15,57.16,PAYMENT_173
RIDE_174,DRIVER_42,CUSTOMER_178,2025-01-13 15:23:12.192442,2025-01-13 16:20:12.192442,43.37,72.89,PAYMENT_174
RIDE_175,DRIVER_22,CUSTOMER_127,2025-01-15 11:23:12.192447,2025-01-15 12:58:12.192447,48.39,110.2,PAYMENT_175
RIDE_176,DRIVER_8,CUSTOMER_74,2025-01-22 17:23:12.192451,2025-01-22 18:56:12.192451,34.43,67.95,PAYMENT_176
RIDE_177,DRIVER_19,CUSTOMER_170,2025-01-30 10:23:12.192456,2025-01-30 10:54:12.192456,24.23,36.65,PAYMENT_177
RIDE_178,DRIVER_28,CUSTOMER_103,2025-01-11 11:23:12.192461,2025-01-11 11:39:12.192461,7.48,18.78,PAYMENT_178
RIDE_179,DRIVER_11,CUSTOMER_195,2025-01-23 06:23:12.192466,2025-01-23 07:23:12.192466,9.49,19.64,PAYMENT_179
RIDE_180,DRIVER_30,CUSTOMER_141,2025-01-12 22:23:12.192470,2025-01-12 23:53:12.192470,40.24,66.44,PAYMENT_180
RIDE_181,DRIVER_1,CUSTOMER_10,2025-01-19 15:23:12.192475,2025-01-19 16:12:12.192475,11.96,24.43,PAYMENT_181
RIDE_182,DRIVER_47,CUSTOMER_117,2025-01-10 06:23:12.192480,2025-01-10 08:05:12.192480,30.81,86.05,PAYMENT_182
RIDE_183,DRIVER_47,CUSTOMER_23,2025-01-21 06:23:12.192485,2025-01-21 08:02:12.192485,47.21,84.07,PAYMENT_183
RIDE_184,DRIVER_17,CUSTOMER_81,2025-01-30 21:23:12.192489,2025-01-30 23:09:12.192489,35.92,68.04,PAYMENT_184
RIDE_185,DRIVER_33,CUSTOMER_65,2025-01-05 09:23:12.192494,2025-01-05 10:02:12.192494,35.76,68.09,PAYMENT_185
RIDE_186,DRIVER_49,CUSTOMER_83,2025-01-13 07:23:12.192504,2025-01-13 08:27:12.192504,14.49,42.57,PAYMENT_186
RIDE_187,DRIVER_12,CUSTOMER_30,2025-01-24 00:23:12.192510,2025-01-24 01:56:12.192510,44.88,90.42,PAYMENT_187
RIDE_188,DRIVER_33,CUSTOMER_198,2025-01-07 19:23:12.192523,2025-01-07 19:44:12.192523,42.73,75.88,PAYMENT_188
